payroll_id,employee_id,company_id,department_id,pay_period_start,pay_period_end,pay_date,gross_salary,bonus,overtime_pay,commission,allowances,tax_deduction,social_security,health_insurance,retirement_contribution,other_deductions,payment_method,status,net_salary
2898,10939,2,20,21-07-2025 00:00,20-08-2025 00:00,20-08-2025 00:00,7810.56,0,0,2421.35,617.07,1562.11,484.25,394.33,390.53,257.72,Cash,Pending,7760.04
2899,10634,2,17,15-09-2025 00:00,15-10-2025 00:00,15-10-2025 00:00,6810.87,0,0,0,590.09,1362.17,422.27,738.42,340.54,487.04,Bank Transfer,Processing,4050.52
2900,10375,1,14,14-12-2025 00:00,13-01-2026 00:00,13-01-2026 00:00,10363.69,1586.44,0,0,569.67,2072.74,642.55,523.47,518.18,485.56,Bank Transfer,Processing,8277.3
2901,11507,2,19,25-12-2025 00:00,24-01-2026 00:00,24-01-2026 00:00,4415.81,3355.69,694.12,0,547.04,883.16,273.78,301.72,220.79,407.58,Bank Transfer,Paid,6925.63
2902,10158,2,7,14-06-2025 00:00,14-07-2025 00:00,14-07-2025 00:00,5735.77,0,0,0,996.79,1147.15,355.62,534.16,286.79,25.43,Check,Paid,4383.41
2903,10951,1,13,27-04-2025 00:00,27-05-2025 00:00,27-05-2025 00:00,10384.36,0,0,306.49,413.36,2076.87,643.83,503.7,519.22,238.53,Bank Transfer,Paid,7122.06
2904,10332,1,15,13-01-2025 00:00,12-02-2025 00:00,12-02-2025 00:00,10955.5,0,0,0,83.54,2191.1,679.24,406.16,547.77,492.81,Bank Transfer,Processing,6721.96
2905,10055,1,14,15-12-2025 00:00,14-01-2026 00:00,14-01-2026 00:00,6166.23,507.88,1063.94,0,873.36,1233.25,382.31,408.59,308.31,446.27,Cash,Processing,5832.68
2906,10875,1,3,21-10-2025 00:00,20-11-2025 00:00,20-11-2025 00:00,4924.87,0,223.81,0,122.09,984.97,305.34,328.22,246.24,401.72,Check,Processing,3004.28
2907,11000,1,12,07-05-2025 00:00,06-06-2025 00:00,06-06-2025 00:00,11398.23,0,0,21.63,309.91,2279.65,706.69,370.99,569.91,80.53,Check,Pending,7722
2908,10494,2,9,05-10-2025 00:00,04-11-2025 00:00,04-11-2025 00:00,7197.43,0,0,0,738.94,1439.49,446.24,294.07,359.87,81.26,Bank Transfer,Pending,5315.44
2909,11285,2,1,27-11-2025 00:00,27-12-2025 00:00,27-12-2025 00:00,5527.79,0,0,2312.34,465.93,1105.56,342.72,316.52,276.39,90.93,Bank Transfer,Processing,6173.94
2910,10886,1,15,11-12-2025 00:00,10-01-2026 00:00,10-01-2026 00:00,8721.35,0,0,616.89,692.08,1744.27,540.72,729.82,436.07,448.67,Cash,Pending,6130.77
2911,10617,2,19,13-11-2025 00:00,13-12-2025 00:00,13-12-2025 00:00,11281.84,0,0,0,759.79,2256.37,699.47,210.92,564.09,252.51,Check,Pending,8058.27
2912,11320,1,11,01-09-2025 00:00,01-10-2025 00:00,01-10-2025 00:00,10608.19,3404.1,739.49,0,747.46,2121.64,657.71,532.35,530.41,239.82,Cash,Pending,11417.31
2913,10485,1,4,08-03-2025 00:00,07-04-2025 00:00,07-04-2025 00:00,6472.36,1676.46,0,0,192.77,1294.47,401.29,454.47,323.62,336.38,Check,Processing,5531.36
2914,10009,2,20,24-12-2025 00:00,23-01-2026 00:00,23-01-2026 00:00,9554.42,0,0,0,699.16,1910.88,592.37,752.07,477.72,178.13,Bank Transfer,Processing,6342.41
2915,11158,2,19,23-05-2025 00:00,22-06-2025 00:00,22-06-2025 00:00,11108.07,0,1010.46,2711.51,552.55,2221.61,688.7,294.12,555.4,37.19,Check,Processing,11585.57
2916,11507,1,10,11-12-2025 00:00,10-01-2026 00:00,10-01-2026 00:00,8133.68,2699.68,0,0,804.52,1626.74,504.29,560.23,406.68,128.91,Check,Pending,8411.03
2917,10483,2,7,09-09-2025 00:00,09-10-2025 00:00,09-10-2025 00:00,3178.39,0,0,234.8,537.74,635.68,197.06,713.3,158.92,133.34,Cash,Paid,2112.63
2918,10192,1,16,15-08-2025 00:00,14-09-2025 00:00,14-09-2025 00:00,7141.11,3133.37,0,0,902.68,1428.22,442.75,541.38,357.06,49.8,Bank Transfer,Pending,8357.95
2919,10856,1,16,03-09-2025 00:00,03-10-2025 00:00,03-10-2025 00:00,12077,0,0,2174.29,378.28,2415.4,748.77,263.6,603.85,274.33,Bank Transfer,Pending,10323.62
2920,10119,2,19,23-11-2025 00:00,23-12-2025 00:00,23-12-2025 00:00,7872.06,4955.12,0,0,192.47,1574.41,488.07,780.2,393.6,477.38,Check,Processing,9305.99
2921,10994,1,12,25-09-2025 00:00,25-10-2025 00:00,25-10-2025 00:00,3709.45,19.44,0,0,384.31,741.89,229.99,699.96,185.47,298.75,Check,Pending,1957.14
2922,10253,1,9,11-05-2025 00:00,10-06-2025 00:00,10-06-2025 00:00,7809.55,0,652.44,0,145.66,1561.91,484.19,422.25,390.48,149.7,Bank Transfer,Processing,5599.12
2923,11211,2,9,17-07-2025 00:00,16-08-2025 00:00,16-08-2025 00:00,4014.74,0,0,0,482.24,802.95,248.91,228.56,200.74,155.74,Check,Paid,2860.08
2924,10487,2,14,02-03-2025 00:00,01-04-2025 00:00,01-04-2025 00:00,11028.73,0,1489.42,0,978.53,2205.75,683.78,604.54,551.44,435.76,Bank Transfer,Processing,9015.41
2925,11641,2,10,12-08-2025 00:00,11-09-2025 00:00,11-09-2025 00:00,7744.12,0,0,0,175.03,1548.82,480.14,510.2,387.21,193.26,Cash,Paid,4799.52
2926,11106,1,20,26-07-2025 00:00,25-08-2025 00:00,25-08-2025 00:00,6061.39,0,542.2,0,784.19,1212.28,375.81,409.5,303.07,272.94,Cash,Pending,4814.18
2927,10467,1,10,10-05-2025 00:00,09-06-2025 00:00,09-06-2025 00:00,11553.8,2664.6,1675.05,0,218.25,2310.76,716.34,380.16,577.69,267.14,Bank Transfer,Paid,11859.61
2928,10589,2,5,04-08-2025 00:00,03-09-2025 00:00,03-09-2025 00:00,7380.41,0,1232.83,0,384.21,1476.08,457.59,295.91,369.02,402.43,Bank Transfer,Processing,5996.42
2929,10367,2,5,02-09-2025 00:00,02-10-2025 00:00,02-10-2025 00:00,3604.87,3039.45,0,0,757.63,720.97,223.5,346.24,180.24,401.53,Bank Transfer,Pending,5529.47
2930,11366,1,13,23-11-2025 00:00,23-12-2025 00:00,23-12-2025 00:00,9337.72,4824.81,1599.52,0,854.42,1867.54,578.94,756.5,466.89,290.62,Check,Processing,12655.98
2931,10402,2,10,15-09-2025 00:00,15-10-2025 00:00,15-10-2025 00:00,4291.16,0,1126.66,0,27.78,858.23,266.05,255.33,214.56,415.42,Cash,Pending,3436.01
2932,10080,2,5,10-05-2025 00:00,09-06-2025 00:00,09-06-2025 00:00,6212.68,0,822.8,0,455.63,1242.54,385.19,798.93,310.63,19.52,Cash,Pending,4734.3
2933,11529,1,5,17-03-2025 00:00,16-04-2025 00:00,16-04-2025 00:00,4727.92,0,1364.93,0,414.36,945.58,293.13,777.59,236.4,63.55,Cash,Paid,4190.96
2934,11272,2,19,28-01-2025 00:00,27-02-2025 00:00,27-02-2025 00:00,10702.03,0,897.28,0,678.5,2140.41,663.53,444.55,535.1,18.65,Cash,Pending,8475.57
2935,10950,2,17,27-10-2025 00:00,26-11-2025 00:00,26-11-2025 00:00,9993.24,0,285.74,829.22,518.9,1998.65,619.58,482.4,499.66,228.95,Check,Paid,7797.86
2936,10631,1,11,12-09-2025 00:00,12-10-2025 00:00,12-10-2025 00:00,9677.22,0,0,1413.4,787.18,1935.44,599.99,230.65,483.86,287.48,Check,Pending,8340.38
2937,11037,1,13,09-01-2025 00:00,08-02-2025 00:00,08-02-2025 00:00,8404.04,0,53.93,0,459.77,1680.81,521.05,403.78,420.2,345.36,Bank Transfer,Paid,5546.54
2938,10487,1,17,05-04-2025 00:00,05-05-2025 00:00,05-05-2025 00:00,4070.46,0,0,0,167.71,814.09,252.37,699.06,203.52,380.13,Cash,Paid,1889
2939,10903,1,13,20-01-2025 00:00,19-02-2025 00:00,19-02-2025 00:00,3997.49,0,0,0,118.41,799.5,247.84,621.7,199.87,168.32,Check,Paid,2078.67
2940,10063,1,8,03-07-2025 00:00,02-08-2025 00:00,02-08-2025 00:00,5714,4897.95,993.83,0,134.37,1142.8,354.27,737.86,285.7,3.53,Cash,Paid,9215.99
2941,10433,1,18,01-03-2025 00:00,31-03-2025 00:00,31-03-2025 00:00,2879.54,0,1675.41,0,163.02,575.91,178.53,430.24,143.98,173.46,Bank Transfer,Pending,3215.85
2942,11113,1,18,18-11-2025 00:00,18-12-2025 00:00,18-12-2025 00:00,11343.13,0,0,2370.4,491.84,2268.63,703.27,569.61,567.16,211.6,Cash,Paid,9885.1
2943,10508,1,2,10-12-2025 00:00,09-01-2026 00:00,09-01-2026 00:00,7150.66,0,0,0,36.86,1430.13,443.34,621.46,357.53,64.1,Cash,Processing,4270.96
2944,11021,2,3,09-08-2025 00:00,08-09-2025 00:00,08-09-2025 00:00,11764.79,0,0,0,491.97,2352.96,729.42,404.31,588.24,144.15,Bank Transfer,Paid,8037.68
2945,11376,2,9,01-12-2025 00:00,31-12-2025 00:00,31-12-2025 00:00,4413.01,0,476.96,0,852.29,882.6,273.61,705.04,220.65,299.48,Cash,Pending,3360.88
2946,10840,2,5,19-03-2025 00:00,18-04-2025 00:00,18-04-2025 00:00,5614.37,0,0,0,910.83,1122.87,348.09,378.69,280.72,311.29,Check,Processing,4083.54
2947,10393,1,1,25-08-2025 00:00,24-09-2025 00:00,24-09-2025 00:00,7604.07,4333.76,0,0,16.5,1520.81,471.45,460.01,380.2,245.91,Check,Paid,8875.95
2948,10247,2,17,27-10-2025 00:00,26-11-2025 00:00,26-11-2025 00:00,9071.08,0,0,0,395.95,1814.22,562.41,607.04,453.55,404.9,Bank Transfer,Processing,5624.91
2949,11651,2,16,02-02-2025 00:00,04-03-2025 00:00,04-03-2025 00:00,6706.32,0,0,0,207.05,1341.26,415.79,334.75,335.32,195.27,Check,Paid,4290.98
2950,11638,1,4,18-05-2025 00:00,17-06-2025 00:00,17-06-2025 00:00,8927.28,0,0,0,673.59,1785.46,553.49,507.94,446.36,429.09,Check,Pending,5878.53
2951,10201,2,1,17-08-2025 00:00,16-09-2025 00:00,16-09-2025 00:00,3100.05,2729.39,0,0,42.49,620.01,192.2,569.54,155,85.57,Check,Paid,4249.61
2952,10960,2,11,30-04-2025 00:00,30-05-2025 00:00,30-05-2025 00:00,11564.42,0,1489.34,0,53.8,2312.88,716.99,220.6,578.22,260.1,Cash,Processing,9018.77
2953,10950,1,1,14-01-2025 00:00,13-02-2025 00:00,13-02-2025 00:00,2743.42,0,0,0,167.02,548.68,170.09,419.94,137.17,442.4,Bank Transfer,Processing,1192.16
2954,10026,2,16,28-11-2025 00:00,28-12-2025 00:00,28-12-2025 00:00,11308.62,0,1929.56,0,75.13,2261.72,701.13,583.89,565.43,404.87,Cash,Pending,8796.27
2955,11029,2,4,28-06-2025 00:00,28-07-2025 00:00,28-07-2025 00:00,4864.15,2538.21,917.74,0,724.17,972.83,301.58,465.58,243.21,85.33,Check,Paid,6975.74
2956,10545,1,15,29-09-2025 00:00,29-10-2025 00:00,29-10-2025 00:00,12225.79,3274.87,0,0,479.74,2445.16,758,436.18,611.29,334.87,Cash,Processing,11394.9
2957,11105,2,15,17-09-2025 00:00,17-10-2025 00:00,17-10-2025 00:00,10733.58,0,0,0,953.67,2146.72,665.48,733.31,536.68,421.11,Cash,Pending,7183.95
2958,10338,1,16,05-12-2025 00:00,04-01-2026 00:00,04-01-2026 00:00,6189.45,0,0,800.61,51.36,1237.89,383.75,460.42,309.47,346.47,Cash,Paid,4303.42
2959,10691,2,4,05-11-2025 00:00,05-12-2025 00:00,05-12-2025 00:00,4751.75,0,0,0,651.83,950.35,294.61,795.38,237.59,73.53,Check,Pending,3052.12
2960,11381,1,18,19-03-2025 00:00,18-04-2025 00:00,18-04-2025 00:00,6651.7,2686.62,0,0,100.15,1330.34,412.41,430.22,332.59,71.09,Check,Paid,6861.82
2961,11040,1,10,07-10-2025 00:00,06-11-2025 00:00,06-11-2025 00:00,8005.9,0,697.75,0,616.85,1601.18,496.37,791.45,400.3,248.4,Cash,Pending,5782.8
2962,10415,1,1,07-06-2025 00:00,07-07-2025 00:00,07-07-2025 00:00,4875.55,3680.15,0,2393.18,893.39,975.11,302.28,610.76,243.78,456.7,Check,Processing,9253.64
2963,11097,2,20,27-09-2025 00:00,27-10-2025 00:00,27-10-2025 00:00,10279.72,2277.86,0,2983.18,211.1,2055.94,637.34,693.61,513.99,70.18,Check,Pending,11780.8
2964,10501,2,18,06-05-2025 00:00,05-06-2025 00:00,05-06-2025 00:00,10436.2,0,0,0,165.82,2087.24,647.04,719.95,521.81,347.22,Cash,Pending,6278.76
2965,11212,1,14,18-03-2025 00:00,17-04-2025 00:00,17-04-2025 00:00,4014.33,0,0,0,688.81,802.87,248.89,708.45,200.72,332.73,Check,Paid,2409.48
2966,10033,2,19,18-05-2025 00:00,17-06-2025 00:00,17-06-2025 00:00,4607.91,0,0,0,884.21,921.58,285.69,440.37,230.4,498.92,Cash,Paid,3115.16
2967,10494,1,6,28-04-2025 00:00,28-05-2025 00:00,28-05-2025 00:00,5939.2,0,0,610.68,469.51,1187.84,368.23,396.15,296.96,85.27,Cash,Paid,4684.94
2968,10886,1,20,30-10-2025 00:00,29-11-2025 00:00,29-11-2025 00:00,11921.63,0,278.53,0,68.72,2384.33,739.14,474.91,596.08,489.63,Bank Transfer,Pending,7584.79
2969,10432,1,9,27-06-2025 00:00,27-07-2025 00:00,27-07-2025 00:00,7503.23,0,0,0,262.59,1500.65,465.2,523.18,375.16,279.42,Check,Pending,4622.21
2970,10409,1,1,12-08-2025 00:00,11-09-2025 00:00,11-09-2025 00:00,10685.88,0,0,0,511.51,2137.18,662.52,253.56,534.29,486.18,Check,Pending,7123.66
2971,11528,2,15,04-12-2025 00:00,03-01-2026 00:00,03-01-2026 00:00,10509.44,0,0,0,211.86,2101.89,651.59,405.39,525.47,264.77,Bank Transfer,Pending,6772.19
2972,10397,2,17,04-03-2025 00:00,03-04-2025 00:00,03-04-2025 00:00,6841.74,0,16.8,2144.04,491.23,1368.35,424.19,503.58,342.09,24.17,Cash,Processing,6831.43
2973,11124,2,12,15-12-2025 00:00,14-01-2026 00:00,14-01-2026 00:00,12481.93,0,0,0,263.81,2496.39,773.88,585.98,624.1,128.4,Bank Transfer,Pending,8136.99
2974,11400,1,16,17-02-2025 00:00,19-03-2025 00:00,19-03-2025 00:00,10403.03,2425.9,883.32,0,782.99,2080.61,644.99,696.05,520.15,177.04,Cash,Pending,10376.4
2975,10691,1,6,26-08-2025 00:00,25-09-2025 00:00,25-09-2025 00:00,6346.6,1159.33,0,0,512.88,1269.32,393.49,799.2,317.33,197.38,Bank Transfer,Pending,5042.09
2976,10342,1,2,17-08-2025 00:00,16-09-2025 00:00,16-09-2025 00:00,9698.9,0,0,0,961.44,1939.78,601.33,759.01,484.94,202.21,Bank Transfer,Paid,6673.07
2977,11375,1,5,27-06-2025 00:00,27-07-2025 00:00,27-07-2025 00:00,2757.52,3530.06,747.16,2071.18,2.48,551.5,170.97,488.29,137.88,219.73,Check,Paid,7540.03
2978,11148,1,9,09-06-2025 00:00,09-07-2025 00:00,09-07-2025 00:00,11364.7,0,0,0,304.08,2272.94,704.61,433.81,568.24,219.22,Cash,Pending,7469.96
2979,10998,1,13,20-12-2025 00:00,19-01-2026 00:00,19-01-2026 00:00,11624.15,0,614.04,2253.64,847.36,2324.83,720.7,585.72,581.21,203.73,Check,Processing,10923
2980,11624,2,2,14-01-2025 00:00,13-02-2025 00:00,13-02-2025 00:00,6554.28,0,0,2715.35,556.4,1310.86,406.37,735.25,327.71,368.65,Bank Transfer,Pending,6677.19
2981,11622,2,6,25-12-2025 00:00,24-01-2026 00:00,24-01-2026 00:00,7955.44,1972.88,0,0,472.31,1591.09,493.24,508.97,397.77,239.37,Check,Pending,7170.19
2982,10297,1,13,02-10-2025 00:00,01-11-2025 00:00,01-11-2025 00:00,2848.08,0,0,0,645.33,569.62,176.58,460.73,142.4,149.66,Cash,Pending,1994.42
2983,11292,1,4,15-04-2025 00:00,15-05-2025 00:00,15-05-2025 00:00,6090.04,0,1483.34,0,868.85,1218.01,377.58,438.15,304.5,215.8,Check,Processing,5888.19
2984,10546,2,17,25-12-2025 00:00,24-01-2026 00:00,24-01-2026 00:00,9306.07,1453.29,0,0,2.41,1861.21,576.98,649.88,465.3,54.36,Check,Processing,7154.04
2985,10802,1,9,25-08-2025 00:00,24-09-2025 00:00,24-09-2025 00:00,4858.13,0,1277.7,0,656.85,971.63,301.2,664.7,242.91,435.99,Bank Transfer,Paid,4176.25
2986,11472,2,6,21-11-2025 00:00,21-12-2025 00:00,21-12-2025 00:00,7409.48,0,276.85,0,342.12,1481.9,459.39,370.16,370.47,460.71,Cash,Processing,4885.82
2987,11553,2,2,08-02-2025 00:00,10-03-2025 00:00,10-03-2025 00:00,6400.38,0,0,0,785.8,1280.08,396.82,631.74,320.02,353.11,Bank Transfer,Paid,4204.41
2988,11696,1,16,27-07-2025 00:00,26-08-2025 00:00,26-08-2025 00:00,7870.58,209.89,0,2020.63,528.61,1574.12,487.98,526.12,393.53,392.65,Check,Pending,7255.31
2989,10872,1,17,16-07-2025 00:00,15-08-2025 00:00,15-08-2025 00:00,6713.27,731.34,0,547.11,506.45,1342.65,416.22,245.76,335.66,69.03,Check,Pending,6088.85
2990,10721,1,14,24-07-2025 00:00,23-08-2025 00:00,23-08-2025 00:00,3627.5,623.72,0,0,658.09,725.5,224.91,237.62,181.38,118.29,Check,Pending,3421.61
2991,10109,1,1,06-06-2025 00:00,06-07-2025 00:00,06-07-2025 00:00,7459.26,0,0,0,470.65,1491.85,462.47,320.34,372.96,34.93,Bank Transfer,Processing,5247.36
2992,11647,1,15,27-08-2025 00:00,26-09-2025 00:00,26-09-2025 00:00,3621.95,0,0,0,232.59,724.39,224.56,452.35,181.1,422.96,Cash,Paid,1849.18
2993,11586,2,18,02-04-2025 00:00,02-05-2025 00:00,02-05-2025 00:00,2749.4,0,263.86,0,692.07,549.88,170.46,638.57,137.47,355.68,Check,Pending,1853.27
2994,10191,2,12,10-04-2025 00:00,10-05-2025 00:00,10-05-2025 00:00,11748.16,0,1245.46,0,743.46,2349.63,728.39,635.94,587.41,0.24,Bank Transfer,Paid,9435.47
2995,10899,2,16,03-04-2025 00:00,03-05-2025 00:00,03-05-2025 00:00,10050.88,3963.04,0,0,304.02,2010.18,623.15,442.12,502.54,383.74,Bank Transfer,Pending,10356.21
2996,10309,1,12,25-12-2025 00:00,24-01-2026 00:00,24-01-2026 00:00,3507.31,0,0,0,201.65,701.46,217.45,200.22,175.37,219.11,Check,Pending,2195.35
2997,10645,1,6,27-03-2025 00:00,26-04-2025 00:00,26-04-2025 00:00,7060.36,0,0,0,391.8,1412.07,437.74,372.28,353.02,69.02,Check,Pending,4808.03
2998,10009,2,10,17-07-2025 00:00,16-08-2025 00:00,16-08-2025 00:00,9045.46,0,877.08,0,521.68,1809.09,560.82,639.11,452.27,30.96,Check,Processing,6951.97
2999,11453,2,5,05-05-2025 00:00,04-06-2025 00:00,04-06-2025 00:00,8942.41,0,0,0,786.92,1788.48,554.43,573.55,447.12,448.99,Bank Transfer,Processing,5916.76
3000,10878,2,14,13-11-2025 00:00,13-12-2025 00:00,13-12-2025 00:00,11174.23,0,0,0,91.24,2234.85,692.8,397.99,558.71,228.13,Cash,Paid,7152.99
3001,10379,2,4,08-11-2025 00:00,08-12-2025 00:00,08-12-2025 00:00,5404.94,0,747.91,2269.63,229.68,1080.99,335.11,327.35,270.25,322.34,Cash,Paid,6316.12
3002,10666,1,4,16-07-2025 00:00,15-08-2025 00:00,15-08-2025 00:00,5967.85,776.99,481.91,0,123.67,1193.57,370.01,246.11,298.39,238.5,Check,Pending,5003.84
3003,10225,1,15,27-02-2025 00:00,29-03-2025 00:00,29-03-2025 00:00,11255.96,0,0,0,541.29,2251.19,697.87,660,562.8,310.89,Cash,Processing,7314.5
3004,11099,2,13,22-03-2025 00:00,21-04-2025 00:00,21-04-2025 00:00,2984.68,0,0,0,307.22,596.94,185.05,560.93,149.23,88.39,Cash,Processing,1711.36
3005,10008,2,4,25-02-2025 00:00,27-03-2025 00:00,27-03-2025 00:00,5660.48,0,0,318.99,864,1132.1,350.95,472.56,283.02,95.34,Cash,Pending,4509.5
3006,11502,1,6,17-08-2025 00:00,16-09-2025 00:00,16-09-2025 00:00,3238.24,0,1968.99,1266.1,329.91,647.65,200.77,530.17,161.91,21.03,Check,Paid,5241.71
3007,10568,2,2,20-05-2025 00:00,19-06-2025 00:00,19-06-2025 00:00,6487.19,2576.89,1679.86,506.75,423.34,1297.44,402.21,377.12,324.36,18.54,Bank Transfer,Processing,9254.36
3008,10936,2,17,11-03-2025 00:00,10-04-2025 00:00,10-04-2025 00:00,9840.75,1959.94,936.95,0,824.19,1968.15,610.13,712.49,492.04,4.18,Cash,Processing,9774.84
3009,11156,1,2,28-04-2025 00:00,28-05-2025 00:00,28-05-2025 00:00,6020.09,0,0,0,929.67,1204.02,373.25,780.99,301,370.99,Check,Pending,3919.51
3010,10668,2,3,29-04-2025 00:00,29-05-2025 00:00,29-05-2025 00:00,3363.93,0,0,0,441.85,672.79,208.56,232.47,168.2,40.2,Cash,Processing,2483.56
3011,11631,1,12,17-03-2025 00:00,16-04-2025 00:00,16-04-2025 00:00,10062.62,0,238.55,0,186.37,2012.52,623.88,349.68,503.13,257.8,Cash,Processing,6740.53
3012,10604,2,4,05-10-2025 00:00,04-11-2025 00:00,04-11-2025 00:00,5810.31,0,0,0,698.16,1162.06,360.24,237.99,290.52,63.72,Check,Processing,4393.94
3013,11379,2,4,02-03-2025 00:00,01-04-2025 00:00,01-04-2025 00:00,8566.68,0,559.39,0,104.67,1713.34,531.13,267.93,428.33,238.42,Check,Paid,6051.59
3014,10973,2,5,10-04-2025 00:00,10-05-2025 00:00,10-05-2025 00:00,8142.59,0,0,1013.13,859.41,1628.52,504.84,445.19,407.13,442.31,Cash,Pending,6587.14
3015,10456,2,17,28-08-2025 00:00,27-09-2025 00:00,27-09-2025 00:00,6098.15,4875.21,0,1058.58,634.76,1219.63,378.09,426.01,304.91,203.09,Check,Paid,10134.97
3016,10489,1,9,17-02-2025 00:00,19-03-2025 00:00,19-03-2025 00:00,10851.27,0,0,0,663.42,2170.25,672.78,735.91,542.56,383.93,Check,Paid,7009.26
3017,10155,1,2,20-03-2025 00:00,19-04-2025 00:00,19-04-2025 00:00,3824.22,0,1205.62,0,827.07,764.84,237.1,752.93,191.21,345.06,Bank Transfer,Pending,3565.77
3018,10691,1,1,08-11-2025 00:00,08-12-2025 00:00,08-12-2025 00:00,6014.78,0,192.83,0,757.09,1202.96,372.92,781.77,300.74,237.59,Bank Transfer,Paid,4068.72
3019,11344,1,6,21-01-2025 00:00,20-02-2025 00:00,20-02-2025 00:00,9983.49,0,0,2102.36,980.41,1996.7,618.98,693.71,499.17,296.99,Cash,Processing,8960.71
3020,10997,2,1,06-10-2025 00:00,05-11-2025 00:00,05-11-2025 00:00,7201.63,616.79,0,0,15.37,1440.33,446.5,662.29,360.08,200.65,Bank Transfer,Paid,4723.94
3021,11362,2,13,29-06-2025 00:00,29-07-2025 00:00,29-07-2025 00:00,8475,3762.24,0,1427.75,857.52,1695,525.45,782.27,423.75,214.84,Check,Paid,10881.2
3022,10663,2,13,10-10-2025 00:00,09-11-2025 00:00,09-11-2025 00:00,6035.23,4611,721.42,0,40.7,1207.05,374.18,356.07,301.76,175.55,Bank Transfer,Processing,8993.74
3023,10285,2,1,30-01-2025 00:00,01-03-2025 00:00,01-03-2025 00:00,6094.82,1098.2,1274.39,0,836.1,1218.96,377.88,438.76,304.74,117.16,Check,Processing,6846.01
3024,11617,1,11,21-06-2025 00:00,21-07-2025 00:00,21-07-2025 00:00,11896.02,0,0,2393.98,348.85,2379.2,737.55,600.58,594.8,309.52,Check,Processing,10017.2
3025,10644,2,17,13-10-2025 00:00,12-11-2025 00:00,12-11-2025 00:00,4749.49,0,0,0,327.02,949.9,294.47,279.92,237.47,200.74,Check,Processing,3114.01
3026,11550,2,20,27-09-2025 00:00,27-10-2025 00:00,27-10-2025 00:00,10445.07,1248.17,0,1103.18,79.83,2089.01,647.59,365.65,522.25,87.56,Bank Transfer,Processing,9164.19
3027,10728,1,7,26-03-2025 00:00,25-04-2025 00:00,25-04-2025 00:00,4504.64,0,926.35,0,563.5,900.93,279.29,652.77,225.23,127.5,Check,Pending,3808.77
3028,11656,1,9,21-07-2025 00:00,20-08-2025 00:00,20-08-2025 00:00,6803.51,0,1653.77,0,118.3,1360.7,421.82,506.31,340.18,145.62,Cash,Pending,5800.95
3029,11316,2,9,26-09-2025 00:00,26-10-2025 00:00,26-10-2025 00:00,9071.16,0,1005.59,0,210.87,1814.23,562.41,499.72,453.56,451.04,Check,Paid,6506.66
3030,10589,2,6,25-12-2025 00:00,24-01-2026 00:00,24-01-2026 00:00,8903.39,0,251.39,0,487.59,1780.68,552.01,736.57,445.17,489.62,Cash,Paid,5638.32
3031,11078,1,17,09-05-2025 00:00,08-06-2025 00:00,08-06-2025 00:00,7263.36,0,0,0,336.05,1452.67,450.33,270.26,363.17,336.29,Bank Transfer,Pending,4726.69
3032,10143,1,11,18-04-2025 00:00,18-05-2025 00:00,18-05-2025 00:00,7467.35,0,0,0,262.92,1493.47,462.98,339.11,373.37,294.27,Bank Transfer,Processing,4767.07
3033,11605,2,14,11-05-2025 00:00,10-06-2025 00:00,10-06-2025 00:00,9700.2,0,0,0,131,1940.04,601.41,285.44,485.01,235.95,Check,Pending,6283.35
3034,10442,1,9,13-07-2025 00:00,12-08-2025 00:00,12-08-2025 00:00,4417.61,2523.69,382.68,0,996.73,883.52,273.89,433.9,220.88,220.16,Cash,Pending,6288.36
3035,10395,1,14,10-05-2025 00:00,09-06-2025 00:00,09-06-2025 00:00,8570.38,0,0,0,15.94,1714.08,531.36,636.84,428.52,26.31,Bank Transfer,Pending,5249.21
3036,10394,2,9,06-02-2025 00:00,08-03-2025 00:00,08-03-2025 00:00,5291.18,1463.69,1932.57,0,860.17,1058.24,328.05,485.4,264.56,67.73,Bank Transfer,Paid,7343.63
3037,10965,1,6,11-11-2025 00:00,11-12-2025 00:00,11-12-2025 00:00,3264.13,0,0,0,659.28,652.83,202.38,452.62,163.21,356.83,Bank Transfer,Paid,2095.54
3038,11535,2,13,08-05-2025 00:00,07-06-2025 00:00,07-06-2025 00:00,5666.19,0,0,0,855.46,1133.24,351.3,531.09,283.31,100.49,Cash,Pending,4122.22
3039,11538,1,13,30-03-2025 00:00,29-04-2025 00:00,29-04-2025 00:00,4711.92,0,0,0,649.69,942.38,292.14,497.98,235.6,10.6,Cash,Paid,3382.91
3040,10354,2,16,20-10-2025 00:00,19-11-2025 00:00,19-11-2025 00:00,5532.17,0,0,0,394.31,1106.43,342.99,565.04,276.61,197.62,Check,Paid,3437.79
3041,10654,1,20,13-10-2025 00:00,12-11-2025 00:00,12-11-2025 00:00,4306.78,1278.7,0,0,474.91,861.36,267.02,291.31,215.34,1.42,Cash,Paid,4423.94
3042,10396,1,15,21-06-2025 00:00,21-07-2025 00:00,21-07-2025 00:00,11221.48,0,748.58,0,334.33,2244.3,695.73,241.34,561.07,237.37,Check,Pending,8324.58
3043,10053,1,2,04-10-2025 00:00,03-11-2025 00:00,03-11-2025 00:00,11432.68,0,0,0,74.15,2286.54,708.83,513.57,571.63,46.37,Bank Transfer,Pending,7379.89
